mean,label
95.834,0
98.018,0
96.189,0
102.37,0
96.224,0
96.572,0
95.687,0
95.214,1
86.946,1
96.884,0
91.481,1
97.295,0
104.411,0
91.944,1
93.129,1
97.207,0
93.862,1
95.33,1
92.21,1
92.119,1
98.277,0
92.964,1
92.466,1
92.937,1
87.398,1
98.78,0
86.665,1
99.192,0
82.134,1
85.632,1
94.011,1
90.467,1
99.586,0
96.058,0
95.585,1
82.374,1
89.369,1
83.566,1
93.106,1
90.748,1
101.003,0
92.806,1
94.307,1
98.311,0
93.787,1
95.469,1
93.068,1
99.148,0
96.071,0
94.002,1
83.119,1
93.376,1
96.586,0
93.972,1
87.724,1
94.928,1
89.823,1
93.139,1
107.772,0
93.528,1
92.404,1
94.693,1
92.445,1
96.604,0
96.639,0
96.572,0
93.421,1
97.878,0
91.064,1
100.814,0
100.739,0
89.543,1
94.203,1
100.215,0
96.422,0
99.847,0
94.739,1
87.828,1
98.003,0
95.341,1
97.451,0
101.97,0
92.785,1
97.515,0
84.282,1
97.559,0
84.542,1
89.985,1
92.298,1
90.352,1
95.303,1
104.72,0
96.994,0
99.861,0
96.002,0
97.01,0
90.007,1
96.045,0
100.85,0
97.665,0
99.265,0
93.542,1
95.787,0
93.537,1
96.441,0
86.914,1
93.481,1
94.846,1
92.974,1
83.432,1
97.911,0
84.416,1
93.17,1
96.745,0
95.308,1
86.852,1
98.549,0
101.547,0
87.328,1
106.051,0
91.696,1
97.9,0
76.817,1
93.368,1
91.722,1
95.062,1
93.018,1
90.95,1
94.516,1
96.78,0
93.209,1
107.081,0
96.259,0
100.84,0
96.47,0
94.543,1
99.742,0
96.938,0
94.225,1
97.166,0
95.581,1
95.749,0
96.727,0
83.23,1
95.364,1
97.334,0
88.225,1
89.806,1
97.037,0
100.449,0
95.648,0
92.79,1
91.384,1
83.737,1
84.924,1
100.649,0
96.615,0
90.33,1
96.919,0
96.29,0
95.102,1
87.497,1
88.794,1
96.453,0
103.437,0
97.711,0
95.033,1
93.743,1
110.857,1
96.758,0
89.279,1
100.03,0
90.851,1
94.94,1
94.288,1
93.131,1
104.614,0
96.189,0
96.206,0
94.249,1
87.055,1
99.515,0
100.133,0
98.488,0
91.686,1
90.099,1
94.672,1
97.768,0
98.459,0
97.379,0
96.88,0
93.328,1
96.134,0
96.867,0
88.596,1
90.436,1
95.555,1
93.967,1
87.198,1
93.758,1
98.127,0
97.821,0
96.103,0
95.4,1
71.512,1
92.215,1
97.538,0
100.965,0
86.753,1
92.76,1
93.949,1
77.107,1
89.404,1
96.381,0
97.361,0
74.772,1
92.366,1
89.421,1
96.477,0
91.276,1
92.84,1
82.953,1
103.381,0
88.506,1
87.995,1
93.387,1
85.533,1
98.644,0
99.576,0
88.989,1
96.036,0
90.586,1
89.031,1
95.199,1
102.202,0
99.34,0
97.921,0
82.375,1
105.285,0
96.622,0
93.666,1
103.471,0
89.612,1
96.01,0
97.265,0
92.247,1
97.413,0
103.923,0
97.023,0
98.899,0
96.412,0
93.564,1
101.402,0
95.326,1
93.919,1
95.948,0
94.345,1
93.394,1
88.819,1
99.329,0
94.831,1
87.567,1
95.948,0
86.12,1
83.316,1
100.066,0
97.065,0
96.191,0
91.628,1
98.673,0
98.121,0
96.36,0
93.84,1
88.885,1
95.447,1
75.143,1
93.733,1
92.941,1
102.786,0
96.296,0
99.182,0
84.255,1
96.891,0
96.672,0
86.044,1
96.714,0
93.678,1
88.796,1
100.973,0
91.812,1
94.381,1
95.148,1
87.174,1
80.22,1
95.902,0
95.71,0
91.691,1
98.781,0
98.033,0
91.096,1
92.424,1
90.238,1
97.904,0
96.442,0
83.984,1
94.971,1
88.914,1
91.687,1
98.858,0
93.056,1
88.455,1
95.135,1
85.99,1
97.63,0
84.954,1
100.468,0
91.514,1
97.616,0
94.867,1
98.752,0
95.738,0
89.245,1
94.695,1
94.466,1
96.842,0
87.533,1
93.711,1
98.842,0
94.082,1
97.677,0
96.302,0
102.958,0
90.079,1
99.728,0
85.895,1
97.776,0
95.139,1
94.203,1
95.511,1
89.737,1
95.775,0
90.085,1
96.027,0
97.212,0
98.633,0
89.52,1
97.227,0
99.156,0
91.025,1
95.426,1
92.948,1
93.837,1
99.384,0
85.703,1
100.076,0
99.475,0
99.883,0
94.288,1
91.994,1
93.599,1
81.642,1
95.05,1
95.806,0
78.392,1
97.117,0
94.727,1
95.857,0
95.105,1
83.192,1
104.215,0
97.468,0
95.396,1
82.51,1
92.439,1
95.808,0
91.284,1
94.775,1
99.462,0
98.256,0
95.88,0
97.981,0
103.863,0
81.182,1
97.704,0
89.562,1
93.483,1
97.483,0
94.687,1
95.976,0
97.14,0
97.808,0
97.556,0
79.705,1
95.785,0
86.606,1
87.743,1
91.859,1
99.146,0
94.949,1
95.937,0
94.983,1
87.626,1
93.227,1
97.124,0
91.633,1
96.978,0
92.187,1
97.712,0
99.938,0
97.68,0
96.916,0
99.873,0
91.069,1
94.348,1
94.858,1
96.935,0
100.293,0
84.446,1
92.956,1
95.745,0
88.506,1
91.738,1
98.804,0
90.57,1
83.774,1
93.907,1
94.845,1
98.524,0
82.613,1
93.395,1
87.127,1
91.701,1
87.855,1
99.607,0
105.736,0
96.824,0
89.729,1
97.085,0
92.252,1
76.299,1
83.21,1
91.104,1
96.959,0
95.064,1
95.392,1
95.938,0
97.006,0
101.345,0
91.087,1
97.239,0
88.231,1
92.693,1
68.998,1
96.198,0
92.58,1
89.421,1
99.293,0
96.088,0
97.74,0
94.116,1
98.776,0
89.671,1
89.822,1
82.696,1
89.096,1
85.288,1
96.868,0
97.761,0
96.084,0
90.664,1
96.512,0
97.267,0
90.122,1
96.991,0
90.905,1
85.487,1
96.934,0
92.236,1
95.643,0
94.352,1
94.463,1
84.68,1
90.437,1
92.395,1
99.303,0
95.157,1
96.59,0
96.996,0
95.636,0
90.024,1
97.656,0
93.11,1
93.845,1
92.508,1
96.201,0
94.985,1
91.058,1
94.986,1
88.39,1
81.939,1
100.596,0
71.997,1
94.924,1
85.508,1
88.494,1
90.981,1
98.122,0
95.888,0
98.439,0
90.209,1
101.451,0
93.088,1
95.006,1
93.678,1
95.432,1
71.058,1
105.699,0
89.443,1
100.417,0
91.94,1
96.484,0
97.754,0
98.229,0
99.298,0
99.35,0
89.834,1
98.327,0
97.481,0
99.098,0
93.53,1
93.986,1
97.064,0
89.09,1
80.597,1
97.096,0
94.6,1
97.246,0
97.397,0
88.53,1
96.617,0
96.333,0
98.606,0
98.012,0
97.724,0
97.332,0
95.706,0
97.358,0
100.36,0
91.1,1
95.942,0
97.942,0
100.483,0
85.139,1
96.131,0
94.456,1
83.153,1
91.253,1
96.345,0
92.083,1
91.951,1
100.706,0
97.665,0
87.894,1
92.33,1
82.49,1
79.32,1
84.921,1
97.253,0
96.831,0
91.368,1
99.415,0
103.387,0
85.505,1
97.37,0
89.087,1
95.174,1
94.132,1
97.914,0
91.511,1
83.359,1
92.134,1
98.29,0
97.048,0
83.618,1
87.762,1
82.137,1
96.618,0
98.147,0
99.53,0
98.603,0
100.068,0
98.272,0
94.142,1
98.447,0
106.706,0
105.441,0
92.948,1
94.18,1
98.807,0
95.0,1
96.92,0
98.685,0
88.358,1
78.898,1
96.055,0
92.782,1
98.633,0
87.222,1
97.713,0
102.57,0
83.473,1
85.255,1
97.979,0
92.282,1
96.87,0
95.754,0
94.612,1
94.977,1
100.669,0
100.752,0
93.837,1
95.983,0
93.315,1
96.007,0
92.007,1
91.363,1
96.766,0
92.5,1
81.857,1
90.937,1
93.635,1
97.474,0
91.291,1
98.314,0
89.232,1
104.763,0
92.364,1
85.793,1
96.296,0
101.015,0
98.866,0
96.823,0
98.563,0
91.531,1
88.464,1
90.607,1
96.408,0
93.449,1
94.685,1
99.2,0
98.024,0
96.895,0
90.155,1
101.806,0
97.493,0
94.479,1
96.455,0
91.056,1
95.522,1
96.026,0
96.309,0
97.243,0
97.028,0
97.885,0
89.685,1
95.604,1
96.525,0
93.848,1
85.332,1
88.502,1
91.261,1
89.416,1
96.235,0
94.124,1
96.51,0
89.806,1
90.256,1
91.474,1
99.271,0
100.465,0
82.971,1
95.268,1
91.696,1
82.557,1
92.117,1
100.225,0
97.939,0
95.994,0
94.039,1
86.706,1
93.897,1
97.83,0
99.186,0
97.494,0
96.277,0
94.214,1
93.962,1
95.128,1
96.884,0
97.17,0
91.61,1
97.221,0
98.459,0
91.305,1
90.941,1
95.691,0
97.848,0
94.994,1
94.749,1
92.666,1
95.794,0
107.029,0
86.025,1
91.308,1
96.25,0
94.249,1
98.596,0
95.743,0
97.178,0
97.935,0
89.926,1
96.501,0
93.667,1
103.124,0
101.85,0
97.187,0
104.52,0
94.432,1
94.506,1
103.851,0
93.971,1
100.347,0
84.484,1
96.654,0
92.673,1
92.386,1
90.75,1
96.235,0
93.221,1
93.307,1
83.968,1
90.538,1
87.211,1
91.141,1
84.496,1
84.988,1
92.247,1
89.95,1
97.179,0
82.076,1
84.947,1
75.701,1
98.297,0
76.423,1
88.078,1
96.337,0
97.531,0
113.704,1
97.717,0
96.694,0
101.865,0
96.25,0
86.663,1
83.574,1
97.511,0
88.281,1
100.876,0
90.092,1
97.38,0
103.544,0
97.201,0
98.117,0
90.555,1
92.476,1
101.02,0
93.039,1
95.293,1
89.664,1
91.46,1
96.5,0
93.825,1
98.219,0
88.936,1
97.737,0
93.938,1
98.191,0
82.237,1
100.878,0
93.465,1
94.218,1
89.754,1
96.766,0
95.728,0
95.874,0
101.965,0
98.46,0
97.391,0
94.161,1
95.762,0
91.412,1
95.964,0
91.781,1
95.693,0
86.256,1
96.117,0
81.844,1
97.997,0
94.97,1
96.26,0
92.405,1
94.83,1
95.588,1
83.501,1
93.386,1
101.578,0
96.433,0
90.017,1
95.484,1
96.255,0
95.053,1
89.814,1
95.312,1
96.392,0
91.378,1
96.657,0
89.834,1
98.988,0
99.169,0
84.471,1
96.14,0
96.779,0
93.511,1
104.862,0
91.372,1
94.563,1
83.433,1
96.882,0
93.666,1
96.721,0
87.26,1
96.045,0
90.469,1
87.763,1
95.08,1
98.983,0
97.51,0
95.715,0
93.764,1
96.449,0
90.462,1
97.535,0
97.396,0
93.73,1
95.526,1
99.278,0
85.793,1
98.079,0
88.658,1
92.158,1
96.361,0
98.012,0
94.698,1
89.008,1
98.384,0
94.783,1
96.764,0
96.857,0
94.794,1
85.965,1
93.144,1
104.026,0
90.163,1
95.488,1
89.921,1
92.03,1
86.417,1
100.09,0
88.55,1
89.923,1
91.41,1
101.624,0
86.9,1
83.541,1
97.258,0
94.284,1
96.85,0
89.523,1
86.677,1
101.628,0
99.418,0
93.66,1
95.209,1
91.836,1
85.484,1
106.36,0
98.794,0
79.234,1
96.671,0
87.865,1
96.326,0
92.907,1
78.246,1
93.83,1
98.517,0
92.189,1
98.34,0
83.987,1
94.809,1
96.045,0
98.039,0
92.076,1
97.37,0
93.363,1
93.048,1
97.013,0
95.661,0
94.486,1
94.301,1
92.867,1
96.276,0
99.793,0
93.511,1
86.307,1
98.175,0
93.175,1
96.867,0
93.292,1
94.788,1
94.79,1
94.662,1
87.814,1
98.852,0
96.879,0
96.894,0
94.486,1
92.213,1
98.368,0
101.532,0
98.642,0
96.529,0
97.279,0
97.991,0
89.952,1
98.118,0
97.228,0
92.255,1
90.648,1
93.944,1
96.615,0
94.673,1
92.708,1
95.721,0
95.446,1
86.907,1
94.807,1
94.579,1
88.595,1
94.092,1
97.924,0
96.895,0
98.652,0
94.14,1
83.83,1
82.042,1
92.412,1
90.305,1
94.703,1
97.798,0
96.599,0
92.872,1
88.748,1
88.087,1
91.048,1
96.715,0
96.656,0
89.122,1
99.852,0
86.523,1
97.734,0
98.466,0
92.676,1
98.795,0
92.353,1
89.1,1
88.456,1
96.186,0
101.108,0
94.843,1
67.667,1
98.506,0
111.451,1
94.544,1
93.164,1
95.557,1
95.576,1
96.807,0
118.784,1
93.64,1
96.364,0
97.553,0
91.682,1
83.838,1
93.435,1
89.974,1
97.895,0
90.938,1
100.401,0
79.462,1
94.97,1
101.939,0
97.688,0
96.074,0
95.782,0
101.405,0
99.177,0
92.655,1
90.245,1
94.046,1
95.295,1
83.023,1
82.418,1
109.608,0
97.406,0
96.553,0
99.77,0
85.789,1
89.212,1
91.831,1
93.565,1
99.728,0
98.814,0
91.864,1
97.164,0
99.414,0
93.757,1
91.821,1
94.193,1
96.181,0
102.258,0
97.835,0
98.173,0
71.713,1
94.646,1
