mean,label
117.143,0
97.263,1
96.492,1
116.566,0
115.224,0
114.4,0
116.598,0
107.273,1
102.076,1
116.268,0
112.084,0
93.65,1
120.548,0
85.741,1
96.201,1
105.812,1
116.816,0
118.245,0
113.861,0
117.026,0
107.893,0
108.715,0
107.698,0
114.395,0
106.398,1
118.086,0
96.142,1
114.757,0
112.883,0
115.591,0
99.76,1
109.777,0
97.047,1
109.814,0
117.261,0
110.576,0
92.024,1
114.098,0
112.195,0
114.334,0
111.291,0
112.705,0
115.277,0
120.114,0
109.666,0
112.826,0
93.61,1
112.876,0
89.328,1
110.692,0
118.375,0
108.613,0
95.512,1
113.32,0
116.322,0
110.847,0
115.49,0
86.629,1
94.748,1
112.081,0
116.689,0
100.221,1
115.576,0
112.113,0
118.996,0
118.527,0
113.212,0
116.669,0
109.313,0
90.358,1
113.953,0
116.573,0
115.828,0
116.144,0
114.25,0
96.58,1
114.964,0
101.621,1
91.573,1
99.525,1
117.802,0
113.48,0
117.716,0
114.342,0
108.775,0
119.547,0
119.577,0
117.627,0
96.219,1
115.132,0
92.695,1
113.02,0
112.284,0
95.809,1
117.277,0
105.092,1
109.159,0
111.271,0
115.85,0
92.964,1
99.587,1
118.307,0
94.708,1
101.236,1
110.582,0
111.071,0
113.413,0
115.706,0
110.567,0
111.099,0
112.241,0
94.076,1
114.86,0
116.535,0
111.757,0
116.105,0
115.476,0
116.03,0
110.727,0
101.871,1
95.111,1
94.601,1
114.752,0
117.247,0
114.856,0
109.143,0
113.796,0
98.198,1
116.576,0
110.089,0
118.282,0
90.289,1
121.497,0
111.684,0
113.899,0
113.409,0
116.611,0
116.332,0
94.948,1
93.079,1
116.326,0
91.414,1
115.739,0
113.947,0
115.845,0
100.636,1
115.67,0
116.085,0
111.952,0
109.81,0
115.416,0
109.359,0
112.373,0
96.15,1
115.908,0
97.446,1
114.065,0
112.907,0
113.221,0
116.238,0
115.094,0
113.643,0
113.857,0
116.636,0
109.52,0
117.847,0
96.642,1
106.904,1
117.577,0
116.582,0
116.953,0
118.241,0
112.171,0
117.004,0
113.596,0
117.215,0
115.585,0
116.569,0
117.743,0
98.947,1
117.345,0
116.152,0
116.325,0
117.476,0
97.974,1
115.42,0
115.28,0
104.639,1
113.896,0
112.141,0
116.71,0
110.565,0
114.366,0
112.563,0
93.041,1
113.924,0
94.613,1
92.144,1
108.051,0
113.538,0
97.339,1
115.317,0
119.241,0
115.942,0
97.971,1
114.997,0
99.094,1
117.561,0
113.676,0
97.223,1
95.801,1
110.473,0
110.963,0
112.405,0
112.302,0
113.247,0
109.837,0
122.114,0
117.432,0
88.162,1
91.618,1
115.095,0
114.367,0
101.5,1
111.111,0
114.113,0
118.459,0
118.67,0
118.282,0
115.634,0
113.196,0
109.246,0
101.803,1
99.637,1
116.47,0
86.822,1
89.303,1
106.571,1
114.718,0
112.26,0
99.9,1
109.963,0
99.988,1
98.41,1
116.06,0
114.035,0
111.269,0
116.078,0
117.231,0
111.981,0
111.866,0
96.559,1
115.034,0
93.362,1
115.474,0
113.253,0
113.025,0
94.957,1
113.994,0
115.135,0
110.743,0
109.67,0
112.03,0
110.538,0
95.666,1
115.785,0
114.722,0
111.947,0
110.849,0
115.698,0
115.295,0
92.943,1
110.041,0
117.424,0
115.38,0
99.26,1
114.591,0
97.844,1
113.126,0
98.295,1
115.411,0
98.985,1
117.269,0
110.271,0
94.432,1
112.949,0
116.612,0
113.793,0
93.685,1
92.037,1
112.269,0
117.326,0
116.472,0
101.484,1
116.457,0
115.506,0
115.91,0
114.848,0
116.9,0
115.019,0
96.533,1
95.69,1
117.891,0
102.565,1
112.749,0
102.381,1
115.91,0
111.279,0
115.666,0
117.674,0
109.161,0
116.493,0
113.611,0
116.038,0
99.111,1
112.299,0
114.061,0
119.283,0
102.005,1
97.549,1
101.042,1
116.646,0
95.1,1
112.165,0
111.85,0
93.447,1
116.152,0
117.978,0
109.755,0
119.811,0
118.17,0
90.035,1
116.924,0
116.718,0
117.049,0
118.583,0
86.788,1
93.578,1
96.527,1
114.624,0
106.52,1
97.04,1
111.051,0
114.321,0
100.516,1
116.257,0
114.733,0
107.976,0
98.367,1
83.12,1
110.363,0
118.052,0
114.839,0
110.525,0
94.394,1
93.117,1
89.58,1
98.888,1
116.186,0
117.052,0
116.945,0
112.747,0
113.465,0
117.335,0
103.048,1
85.458,1
112.239,0
96.544,1
86.379,1
113.219,0
116.243,0
114.466,0
109.993,0
90.014,1
118.737,0
106.131,1
116.804,0
104.837,1
112.702,0
102.64,1
111.264,0
112.299,0
114.259,0
118.302,0
99.915,1
106.134,1
96.196,1
113.854,0
113.422,0
95.346,1
117.173,0
114.034,0
114.389,0
116.309,0
93.368,1
118.304,0
107.813,0
116.203,0
112.451,0
113.337,0
114.942,0
91.904,1
112.516,0
96.948,1
93.44,1
115.089,0
116.586,0
115.22,0
93.633,1
120.203,0
99.082,1
99.967,1
118.001,0
113.897,0
115.283,0
112.18,0
117.214,0
93.859,1
96.039,1
102.535,1
111.976,0
115.449,0
117.286,0
98.866,1
113.909,0
109.845,0
121.754,0
117.744,0
88.25,1
116.55,0
93.074,1
116.285,0
116.26,0
115.252,0
112.415,0
93.437,1
118.591,0
112.316,0
114.19,0
111.202,0
118.098,0
114.18,0
118.677,0
113.899,0
116.85,0
117.605,0
117.685,0
116.279,0
111.272,0
119.058,0
110.299,0
122.305,0
114.926,0
115.355,0
115.397,0
115.943,0
102.186,1
115.86,0
117.115,0
100.131,1
95.14,1
99.164,1
113.333,0
117.292,0
115.716,0
97.976,1
118.732,0
114.023,0
121.51,0
116.908,0
113.231,0
109.777,0
117.524,0
114.516,0
103.148,1
115.232,0
99.081,1
114.311,0
89.691,1
116.653,0
116.158,0
116.586,0
118.819,0
118.562,0
113.474,0
112.013,0
94.124,1
116.269,0
111.438,0
114.319,0
112.192,0
95.303,1
116.899,0
114.804,0
98.752,1
110.734,0
116.475,0
117.667,0
114.811,0
113.002,0
94.605,1
118.37,0
95.512,1
116.505,0
113.924,0
111.756,0
99.134,1
118.702,0
114.087,0
92.59,1
116.297,0
95.613,1
118.604,0
111.235,0
107.633,0
116.758,0
100.949,1
108.487,0
112.574,0
116.836,0
111.832,0
88.97,1
101.835,1
94.348,1
97.819,1
117.964,0
113.209,0
113.201,0
118.134,0
102.762,1
107.752,0
113.174,0
117.524,0
114.255,0
112.969,0
120.286,0
98.83,1
94.032,1
89.673,1
94.119,1
110.268,0
112.716,0
94.46,1
106.504,1
114.662,0
99.267,1
113.812,0
115.334,0
112.912,0
111.762,0
98.066,1
112.592,0
115.135,0
117.162,0
98.738,1
115.89,0
116.744,0
94.852,1
113.316,0
115.499,0
114.965,0
98.037,1
113.028,0
110.005,0
115.747,0
102.07,1
112.84,0
110.204,0
114.454,0
115.375,0
96.271,1
112.342,0
100.593,1
89.406,1
109.758,0
111.985,0
116.972,0
113.995,0
109.698,0
114.757,0
110.155,0
89.905,1
114.832,0
116.997,0
88.658,1
110.072,0
114.16,0
110.112,0
101.043,1
94.732,1
113.225,0
117.079,0
94.658,1
115.632,0
116.006,0
118.215,0
112.449,0
112.851,0
93.926,1
111.55,0
88.21,1
97.546,1
111.87,0
114.316,0
115.205,0
101.577,1
97.248,1
95.992,1
110.647,0
112.119,0
118.911,0
116.103,0
114.209,0
115.663,0
114.507,0
95.193,1
117.614,0
115.329,0
113.154,0
111.602,0
117.255,0
116.89,0
107.747,0
114.638,0
81.524,1
111.126,0
114.59,0
117.156,0
115.123,0
119.02,0
113.831,0
112.501,0
95.456,1
97.155,1
111.222,0
118.0,0
114.209,0
115.14,0
112.369,0
115.675,0
116.244,0
101.031,1
112.664,0
112.353,0
116.312,0
118.878,0
112.089,0
111.175,0
115.803,0
117.638,0
113.954,0
113.653,0
111.216,0
111.273,0
94.695,1
115.128,0
114.897,0
116.356,0
103.124,1
99.149,1
101.242,1
102.678,1
95.837,1
114.388,0
92.963,1
97.146,1
116.286,0
99.407,1
116.463,0
101.012,1
111.112,0
100.995,1
117.923,0
95.802,1
114.498,0
94.631,1
112.431,0
111.974,0
113.286,0
118.131,0
88.766,1
115.342,0
81.98,1
115.12,0
96.405,1
107.093,1
115.6,0
109.57,0
112.63,0
114.966,0
97.199,1
99.57,1
95.6,1
115.698,0
109.005,0
114.813,0
112.988,0
96.034,1
95.284,1
112.175,0
112.251,0
98.3,1
117.796,0
117.368,0
100.897,1
113.304,0
93.915,1
115.709,0
116.001,0
93.365,1
111.812,0
118.433,0
113.771,0
108.933,0
102.705,1
118.063,0
103.231,1
116.017,0
113.847,0
115.388,0
112.287,0
110.346,0
116.557,0
119.094,0
114.21,0
115.498,0
117.447,0
115.402,0
100.253,1
99.772,1
109.823,0
114.564,0
99.646,1
114.312,0
114.798,0
115.617,0
113.098,0
112.874,0
90.255,1
115.915,0
108.564,0
99.882,1
110.039,0
93.728,1
94.367,1
113.433,0
116.526,0
111.798,0
113.197,0
114.202,0
114.223,0
117.08,0
94.079,1
88.471,1
116.587,0
93.384,1
112.203,0
117.25,0
114.795,0
116.042,0
95.943,1
118.892,0
94.931,1
97.531,1
97.116,1
110.092,0
90.654,1
109.115,0
113.404,0
106.907,1
114.062,0
112.561,0
116.701,0
109.306,0
115.541,0
119.818,0
112.732,0
118.015,0
95.533,1
115.327,0
87.914,1
117.083,0
112.093,0
113.051,0
112.207,0
94.05,1
89.865,1
116.836,0
113.71,0
116.373,0
113.493,0
114.541,0
117.754,0
117.666,0
118.578,0
114.019,0
118.602,0
119.963,0
93.482,1
99.798,1
116.955,0
120.561,0
116.593,0
111.833,0
117.807,0
119.974,0
108.812,0
114.25,0
117.542,0
112.571,0
104.966,1
117.066,0
116.272,0
99.38,1
109.572,0
116.182,0
111.151,0
111.785,0
92.763,1
116.355,0
110.131,0
116.356,0
115.923,0
110.276,0
117.377,0
116.677,0
106.913,1
108.869,0
107.4,1
115.613,0
97.497,1
97.735,1
113.387,0
114.137,0
106.416,1
109.963,0
114.839,0
87.832,1
110.407,0
110.394,0
105.429,1
117.425,0
116.424,0
116.776,0
118.507,0
115.823,0
114.241,0
116.763,0
96.905,1
117.276,0
93.294,1
100.689,1
118.124,0
93.764,1
117.386,0
100.323,1
116.643,0
93.345,1
111.784,0
109.498,0
116.443,0
91.303,1
92.693,1
115.519,0
116.74,0
123.44,0
116.033,0
115.884,0
117.198,0
118.572,0
91.17,1
116.278,0
96.663,1
113.527,0
110.237,0
114.085,0
110.007,0
92.647,1
115.026,0
92.969,1
119.294,0
97.178,1
99.692,1
114.213,0
120.937,0
112.837,0
116.871,0
92.514,1
113.14,0
93.211,1
116.018,0
115.802,0
95.348,1
111.864,0
82.592,1
95.655,1
116.322,0
117.149,0
116.33,0
113.826,0
93.852,1
115.758,0
121.488,0
115.801,0
116.58,0
113.628,0
118.087,0
119.127,0
112.094,0
95.074,1
110.702,0
110.633,0
110.246,0
107.857,0
118.676,0
86.011,1
112.499,0
118.145,0
115.66,0
110.72,0
112.758,0
111.792,0
99.972,1
99.637,1
114.66,0
114.622,0
116.919,0
114.449,0
98.23,1
100.853,1
118.651,0
115.312,0
97.261,1
114.519,0
114.788,0
115.104,0
99.762,1
113.937,0
116.936,0
94.802,1
117.587,0
108.046,0
108.665,0
112.298,0
117.999,0
112.173,0
96.614,1
113.262,0
94.081,1
116.529,0
116.748,0
110.941,0
108.979,0
112.063,0
110.925,0
117.688,0
115.574,0
113.366,0
116.128,0
93.115,1
99.348,1
116.232,0
118.266,0
117.271,0
114.657,0
115.199,0
96.306,1
110.332,0
93.069,1
113.258,0
116.696,0
114.778,0
97.899,1
92.895,1
115.151,0
113.073,0
112.465,0
113.133,0
117.308,0
109.867,0
117.124,0
111.459,0
114.378,0
113.804,0
118.522,0
106.543,1
121.07,0
114.206,0
116.483,0
113.292,0
114.769,0
111.31,0
117.241,0
113.243,0
117.287,0
115.401,0
116.509,0
99.816,1
116.901,0
95.453,1
115.369,0
98.465,1
99.545,1
90.213,1
113.667,0
111.597,0
117.024,0
115.208,0
108.093,0
103.211,1
117.509,0
116.218,0
112.619,0
115.651,0
116.686,0
113.427,0
115.83,0
112.804,0
112.394,0
112.512,0
95.067,1
116.967,0
101.141,1
97.784,1
98.459,1
116.327,0
116.035,0
92.457,1
88.106,1
100.811,1
112.661,0
117.233,0
115.778,0
94.922,1
113.042,0
91.778,1
119.163,0
96.644,1
104.483,1
116.96,0
117.364,0
114.956,0
101.459,1
114.259,0
113.872,0
116.441,0
114.76,0
113.935,0
116.468,0
112.939,0
112.637,0
92.619,1
114.977,0
115.495,0
89.881,1
113.638,0
103.988,1
104.282,1
97.189,1
118.136,0
115.08,0
119.926,0
102.24,1
115.217,0
113.56,0
97.912,1
96.279,1
116.523,0
113.552,0
98.223,1
109.846,0
121.29,0
119.701,0
114.614,0
113.237,0
99.507,1
102.351,1
