mean,label
81.602,0
81.345,0
89.415,0
85.252,0
82.568,0
80.865,0
72.135,1
65.689,1
79.761,0
69.283,1
84.383,0
83.631,0
83.903,0
78.936,0
87.025,0
86.743,0
88.162,0
70.209,1
83.837,0
77.501,1
70.995,1
80.825,0
89.438,0
90.078,0
82.616,0
81.316,0
82.815,0
75.235,1
82.057,0
84.112,0
81.68,0
84.165,0
70.12,1
77.173,1
82.056,0
86.732,0
72.183,1
83.434,0
73.192,1
82.923,0
86.791,0
74.955,1
75.721,1
69.186,1
86.813,0
80.045,0
82.612,0
82.43,0
99.399,0
84.189,0
72.355,1
73.494,1
81.863,0
68.024,1
78.113,1
86.829,0
84.622,0
77.777,1
85.66,0
84.35,0
76.369,1
76.648,1
83.419,0
80.812,0
93.065,0
74.347,1
74.142,1
83.637,0
77.203,1
80.599,0
77.169,1
83.577,0
71.212,1
77.831,1
87.472,0
82.701,0
78.545,0
76.383,1
86.154,0
85.249,0
84.92,0
82.892,0
84.857,0
78.125,1
77.068,1
85.206,0
73.745,1
88.322,0
76.041,1
86.978,0
79.321,0
80.271,0
88.339,0
83.985,0
83.762,0
72.373,1
84.073,0
83.962,0
73.832,1
78.73,0
78.01,1
82.616,0
84.169,0
85.331,0
72.743,1
82.955,0
85.901,0
76.734,1
84.143,0
74.616,1
85.095,0
70.037,1
83.301,0
84.657,0
73.093,1
83.796,0
84.814,0
82.263,0
81.816,0
78.361,0
83.3,0
84.774,0
76.81,1
82.429,0
81.775,0
74.712,1
75.618,1
84.52,0
76.216,1
87.048,0
64.444,1
77.948,1
84.253,0
84.064,0
85.48,0
77.607,1
84.62,0
81.327,0
78.73,0
83.642,0
87.113,0
85.063,0
76.185,1
82.54,0
81.389,0
84.56,0
73.745,1
82.42,0
84.345,0
80.865,0
85.485,0
68.97,1
67.623,1
69.922,1
80.723,0
82.066,0
83.036,0
87.736,0
74.314,1
83.651,0
75.357,1
84.082,0
84.696,0
79.805,0
84.427,0
84.206,0
83.792,0
72.134,1
84.96,0
83.735,0
81.873,0
81.065,0
84.594,0
82.328,0
84.152,0
88.298,0
83.372,0
77.737,1
72.379,1
83.248,0
83.995,0
75.633,1
85.085,0
88.524,0
84.098,0
84.599,0
81.234,0
84.319,0
73.461,1
81.786,0
85.897,0
93.587,0
81.551,0
87.91,0
84.163,0
83.85,0
79.556,0
79.004,0
84.168,0
83.674,0
82.363,0
81.531,0
69.686,1
82.276,0
85.004,0
87.83,0
77.777,1
77.518,1
86.236,0
81.553,0
76.456,1
80.704,0
78.954,0
85.755,0
77.614,1
84.153,0
84.666,0
77.452,1
74.118,1
73.276,1
83.062,0
83.377,0
84.475,0
68.951,1
74.442,1
66.058,1
82.963,0
83.775,0
71.876,1
85.147,0
85.173,0
84.274,0
73.646,1
80.37,0
77.113,1
73.443,1
84.148,0
83.878,0
70.507,1
88.483,0
78.442,0
65.915,1
83.674,0
81.792,0
84.008,0
81.739,0
74.846,1
83.085,0
84.476,0
96.544,0
83.519,0
86.209,0
84.337,0
71.043,1
82.988,0
82.898,0
77.261,1
81.246,0
73.719,1
86.585,0
67.971,1
83.94,0
68.296,1
84.272,0
89.504,0
84.507,0
90.102,0
83.857,0
82.701,0
72.687,1
73.446,1
65.721,1
78.302,0
84.453,0
87.384,0
84.742,0
75.441,1
73.025,1
79.241,0
66.76,1
84.093,0
72.224,1
83.165,0
84.97,0
83.707,0
71.752,1
80.208,0
76.946,1
83.953,0
71.993,1
79.53,0
83.298,0
84.684,0
69.195,1
75.134,1
81.266,0
105.317,0
81.144,0
81.119,0
71.965,1
84.662,0
84.916,0
73.122,1
83.946,0
85.277,0
85.152,0
74.81,1
82.909,0
79.4,0
79.435,0
82.807,0
80.134,0
81.224,0
74.954,1
85.819,0
85.599,0
69.837,1
84.089,0
75.011,1
83.786,0
84.237,0
83.672,0
83.85,0
75.124,1
83.412,0
84.729,0
68.756,1
85.395,0
85.946,0
85.292,0
83.401,0
86.147,0
89.972,0
72.186,1
85.664,0
84.862,0
76.555,1
78.098,1
77.551,1
80.688,0
85.477,0
87.6,0
98.045,0
72.037,1
75.641,1
84.322,0
84.314,0
82.316,0
67.281,1
84.931,0
84.086,0
82.726,0
85.365,0
70.718,1
80.313,0
83.55,0
86.809,0
84.45,0
67.615,1
85.754,0
84.376,0
83.896,0
83.852,0
86.447,0
88.057,0
79.741,0
80.11,0
78.076,1
88.976,0
84.66,0
74.886,1
82.767,0
78.253,1
65.827,1
84.606,0
85.393,0
83.054,0
81.157,0
81.192,0
79.942,0
87.974,0
83.542,0
83.784,0
76.187,1
71.163,1
88.039,0
72.305,1
87.358,0
69.516,1
77.327,1
76.971,1
75.278,1
82.949,0
81.824,0
86.765,0
84.237,0
87.306,0
84.202,0
72.32,1
87.972,0
78.016,1
83.757,0
70.279,1
89.636,0
84.255,0
90.038,0
76.336,1
89.428,0
78.628,0
83.772,0
76.233,1
70.177,1
84.476,0
84.545,0
80.724,0
84.648,0
83.841,0
84.188,0
88.629,0
78.2,1
83.818,0
84.214,0
82.807,0
74.817,1
79.143,0
84.324,0
82.998,0
85.469,0
73.188,1
72.598,1
84.402,0
70.343,1
84.645,0
84.352,0
76.954,1
83.659,0
76.098,1
88.176,0
67.418,1
81.398,0
74.959,1
74.218,1
86.55,0
86.82,0
79.823,0
84.888,0
91.41,0
78.946,0
84.94,0
81.83,0
85.574,0
87.187,0
86.463,0
67.898,1
84.364,0
78.467,0
76.83,1
70.346,1
71.586,1
84.533,0
77.511,1
83.249,0
84.089,0
74.988,1
80.781,0
84.866,0
75.126,1
84.615,0
84.398,0
87.2,0
81.128,0
92.424,0
72.72,1
84.646,0
79.099,0
77.84,1
86.197,0
86.374,0
84.92,0
84.12,0
80.349,0
75.992,1
76.761,1
82.848,0
81.967,0
79.516,0
75.128,1
87.641,0
86.607,0
80.738,0
81.3,0
82.624,0
81.888,0
78.071,1
78.384,0
68.283,1
83.066,0
83.999,0
81.934,0
83.076,0
82.514,0
85.235,0
75.142,1
103.747,0
71.926,1
82.486,0
79.996,0
79.954,0
84.512,0
82.004,0
101.722,0
84.194,0
84.364,0
83.324,0
73.269,1
85.434,0
72.3,1
80.618,0
68.569,1
84.46,0
83.274,0
75.97,1
91.936,0
84.579,0
92.874,0
80.625,0
92.795,0
83.733,0
70.814,1
75.572,1
82.566,0
79.29,0
83.49,0
80.889,0
82.11,0
83.351,0
84.075,0
73.357,1
71.477,1
86.457,0
85.732,0
85.161,0
81.839,0
84.232,0
74.649,1
81.912,0
84.327,0
85.918,0
80.541,0
79.942,0
78.087,1
75.108,1
92.691,0
73.52,1
68.86,1
84.622,0
83.951,0
66.854,1
82.739,0
74.266,1
69.783,1
77.761,1
83.323,0
82.834,0
84.601,0
85.652,0
88.293,0
83.799,0
82.744,0
82.946,0
73.793,1
80.257,0
84.791,0
87.962,0
69.75,1
84.076,0
84.496,0
72.73,1
70.845,1
71.511,1
87.388,0
77.135,1
97.636,0
77.042,1
84.031,0
80.999,0
79.874,0
79.183,0
69.52,1
83.182,0
84.526,0
83.931,0
78.234,1
84.116,0
86.024,0
68.347,1
66.672,1
77.46,1
82.085,0
83.513,0
77.048,1
84.755,0
78.58,0
82.977,0
75.512,1
81.964,0
87.469,0
86.818,0
75.091,1
72.3,1
83.84,0
72.321,1
83.081,0
83.316,0
84.802,0
84.46,0
87.675,0
66.262,1
70.315,1
93.56,0
87.049,0
82.367,0
82.906,0
86.564,0
72.672,1
84.686,0
83.929,0
69.54,1
88.542,0
83.179,0
70.378,1
77.227,1
83.75,0
85.477,0
82.576,0
81.578,0
82.465,0
85.255,0
83.464,0
84.383,0
83.392,0
83.746,0
83.334,0
70.957,1
83.26,0
87.879,0
74.962,1
83.682,0
86.155,0
84.363,0
83.064,0
83.597,0
82.891,0
74.97,1
86.416,0
81.507,0
71.657,1
84.43,0
82.256,0
76.483,1
83.68,0
83.828,0
67.664,1
89.496,0
67.997,1
87.536,0
83.973,0
81.837,0
85.586,0
84.058,0
83.265,0
85.319,0
83.741,0
78.604,0
84.237,0
82.724,0
74.668,1
84.197,0
83.878,0
85.336,0
86.75,0
88.155,0
80.148,0
82.348,0
99.912,0
84.77,0
67.894,1
84.068,0
71.584,1
75.27,1
79.156,0
73.861,1
76.848,1
82.466,0
84.314,0
72.363,1
83.754,0
83.284,0
84.406,0
71.102,1
80.801,0
84.29,0
85.161,0
78.919,0
84.747,0
85.273,0
83.053,0
87.783,0
84.754,0
84.464,0
83.594,0
73.94,1
82.474,0
75.243,1
84.387,0
80.863,0
83.247,0
84.559,0
75.602,1
79.53,0
84.803,0
78.664,0
84.209,0
69.692,1
84.072,0
84.48,0
68.481,1
83.545,0
76.515,1
81.008,0
72.522,1
81.709,0
84.23,0
82.649,0
82.81,0
84.854,0
71.358,1
73.162,1
83.415,0
90.888,0
84.248,0
86.748,0
82.906,0
76.805,1
77.943,1
77.582,1
80.514,0
83.496,0
83.443,0
81.309,0
82.432,0
84.432,0
86.839,0
84.182,0
84.741,0
82.991,0
82.088,0
79.653,0
71.728,1
71.945,1
78.527,0
86.976,0
72.611,1
79.193,0
90.013,0
83.767,0
82.187,0
73.993,1
70.864,1
84.518,0
86.802,0
64.826,1
83.828,0
83.814,0
83.942,0
84.194,0
79.309,0
83.796,0
73.794,1
79.606,0
84.487,0
73.108,1
73.457,1
73.09,1
74.437,1
84.067,0
83.264,0
84.769,0
78.808,0
69.451,1
85.464,0
85.867,0
73.443,1
84.139,0
89.202,0
83.912,0
80.668,0
88.555,0
72.285,1
82.9,0
79.482,0
82.896,0
79.88,0
74.553,1
84.669,0
84.586,0
74.932,1
78.343,0
79.5,0
79.868,0
84.14,0
73.355,1
84.082,0
83.063,0
81.919,0
75.426,1
78.992,0
70.501,1
66.72,1
84.324,0
83.786,0
81.867,0
83.116,0
