read_idx,type,end_pos
40433,1,519
40640,1,519
40641,1,522
40828,1,653
40957,3,521
41258,3,525
41264,1,546
41265,1,568
41266,3,526
41267,3,526
41268,1,525
41271,1,526
41705,1,529
41708,3,527
41849,2,666
41950,1,575
42085,1,530
42089,2,837
42210,2,815
42212,3,659
42213,3,646
42215,2,741
42369,3,533
42511,3,527
42512,1,526
42581,3,534
42582,2,571
42812,2,655
42959,1,536
42993,3,828
43105,1,535
43106,2,538
43107,3,537
43215,1,647
43319,1,544
43424,1,544
43426,1,543
43427,3,544
43610,3,547
43638,1,557
43639,3,559
43804,1,522
43807,2,553
43883,2,563
44124,2,821
44306,3,561
44414,3,592
44415,2,575
44504,1,556
44577,1,568
44692,3,654
44693,3,571
44694,1,684
44777,3,571
45126,1,565
45142,3,823
45143,3,578
45146,1,580
45147,1,723
45389,3,823
45444,3,934
45628,1,585
45708,2,647
45711,1,607
45712,3,606
45809,3,693
45810,2,606
46080,2,647
46188,1,608
46190,1,626
46192,3,686
46193,3,672
46498,1,608
46692,3,608
46693,1,614
46851,2,624
46852,1,781
46890,1,616
46969,2,673
47110,1,818
47344,3,635
47369,1,638
47510,3,635
47771,2,648
47772,1,828
47816,1,649
47898,1,651
47899,1,656
47952,2,803
47953,3,745
48025,1,829
48026,1,666
48107,2,652
48184,3,690
48187,2,829
48188,3,692
48321,1,660
48322,3,659
48325,3,662
48326,2,659
48327,3,681
48328,1,838
48331,1,676
48332,2,741
48333,3,660
48740,3,666
48869,3,840
49077,3,672
49078,1,675
49126,1,688
49128,1,702
49203,1,660
49218,1,676
49219,3,818
49262,1,677
49263,3,677
49438,3,698
49439,2,708
49473,3,682
49488,3,698
49542,2,698
49564,1,823
49629,2,688
49733,3,699
49789,3,687
49938,3,687
49941,1,653
49944,2,698
49947,1,741
49948,2,820
50277,1,820
50374,1,699
50463,1,806
50512,1,699
50515,3,699
50780,2,723
50781,2,764
50782,3,798
50783,2,705
50936,1,714
50937,3,728
50938,1,753
51082,3,638
51083,1,702
51084,1,704
51200,1,708
51201,1,708
51337,1,685
51515,3,711
51590,2,713
51591,2,714
51613,3,730
51632,3,715
51751,3,710
51987,2,733
52001,2,773
52002,2,773
52005,3,773
52161,3,735
52235,1,749
52296,1,746
52439,1,746
52739,2,818
53029,1,821
53432,1,800
54050,1,814
1305,2,571
1308,2,561
1312,1,11
1316,3,878
1317,1,699
1319,3,6
1322,1,6
1325,3,820
1330,1,523
1331,2,461
1335,3,6
1336,3,35
1338,3,5
1340,2,4
1341,1,7
1342,3,6
1344,3,188
1346,1,5
1353,3,20
1354,1,27
1367,1,100
1383,2,91
1384,2,219
1390,1,7
1396,1,6
1399,1,580
1400,1,349
1401,2,821
1406,3,34
1415,3,6
1417,2,679
1423,3,1
1440,3,1
1441,3,30
1442,2,2
1443,3,821
1448,1,383
1450,2,769
1451,2,6
1454,3,29
1456,1,8
1457,1,7
1458,2,580
1459,1,6
5330,3,23
5332,3,6
5336,2,7
5337,1,7
5338,3,822
5341,1,453
5343,2,7
5344,1,7
5345,1,102
5350,3,527
5352,3,7
5353,3,780
5358,2,670
5360,1,7
5370,3,7
5372,1,7
5373,3,8
5374,3,8
5375,3,5
5378,1,11
5379,1,7
5380,3,786
5381,3,398
5382,3,821
5383,1,7
5384,2,398
5385,3,7
5389,3,23
5390,3,314
5395,2,355
5407,1,8
5416,3,755
5425,1,17
5430,2,340
5433,3,705
5438,1,7
5445,3,11
5451,1,7
5463,2,6
5465,1,8
5471,3,7
5474,3,7
5481,1,7
5491,1,786
5506,1,23
5510,2,49
5511,3,80
5512,2,127
5515,1,7
5533,3,821
5535,2,126
5536,1,763
5538,3,7
5539,1,7
5543,2,666
5549,1,7
5550,1,103
5552,2,827
5554,3,7
5556,1,7
5557,2,538
5558,1,484
9156,1,547
9158,3,822
9160,3,7
9162,1,8
9163,3,8
9165,1,16
9166,3,7
9167,3,8
9169,3,822
9177,1,393
9180,2,355
9192,2,3
9194,2,484
9197,1,4
9198,3,582
10997,3,852
10998,3,9
11006,3,357
11012,1,6
11016,2,8
11020,2,12
11022,3,822
11024,1,481
11026,3,756
11031,3,8
11032,3,8
11034,3,16
11054,3,647
11057,2,7
11060,2,100
11068,3,23
11072,3,790
11075,3,787
11078,2,7
11079,3,100
11085,3,127
11088,3,8
11096,1,7
11097,1,7
11100,3,8
11101,1,11
11126,2,17
11127,3,7
11128,3,822
11129,3,8
11132,3,19
11134,3,6
11136,2,484
11137,3,8
11138,2,787
13176,3,20
13186,1,6
13191,1,10
13197,3,7
13198,1,398
13199,2,10
13538,1,7
13542,2,398
13544,2,786
13849,2,574
13852,2,7
13853,3,83
14413,3,450
14414,1,18
14416,2,90
14943,1,6
14947,3,787
14949,2,821
14952,3,366
14963,3,946
15439,2,11
15441,1,7
15795,2,134
15996,2,802
16192,3,804
16197,2,476
16471,1,8
16472,2,481
16676,1,7
16678,3,946
16761,1,8
16814,3,679
16924,3,556
16995,1,6
17044,2,7
17067,1,594
17068,1,340
17220,3,862
17447,3,14
17527,3,812
17883,1,478
17887,1,43
18091,3,40
18123,1,350
18166,2,420
18167,1,50
18168,3,821
18215,1,57
18216,3,52
18218,3,397
18439,1,62
18445,3,64
18561,1,378
18562,2,461
18773,2,401
18774,1,67
18776,1,390
18874,1,138
18875,2,265
19062,2,146
19222,1,162
19305,2,482
19306,3,626
19309,3,72
19310,1,70
19401,3,566
19501,3,68
19696,2,516
19785,2,102
19844,3,69
19973,3,946
20092,3,684
20095,1,818
20192,3,650
20225,3,821
20227,1,342
20412,1,112
20413,3,177
20416,3,94
20420,3,93
20421,3,352
20512,2,115
20600,1,91
20840,2,103
21021,3,705
21022,1,109
21125,2,520
21127,3,823
21284,1,115
21369,3,429
21408,1,179
21539,1,231
21652,1,152
22098,1,678
22293,2,173
22605,3,196
22776,3,125
22777,3,284
22820,3,936
22940,1,482
22982,1,519
23020,3,137
23345,1,189
23402,2,818
23530,3,304
23531,3,220
23632,1,195
23734,1,235
23735,2,483
24180,1,205
24461,1,224
24625,2,135
24716,1,383
25062,1,686
25180,1,815
25396,3,249
25471,3,252
25473,1,479
25598,3,314
25600,3,255
25700,3,195
25769,3,522
25882,3,522
25935,2,266
26147,3,248
26396,1,276
26398,3,551
26399,2,529
26704,2,287
26705,1,341
26839,3,288
26841,1,802
27060,2,530
27176,1,264
27178,1,290
27245,2,463
27482,2,496
27556,2,499
27788,3,492
28014,3,350
28069,3,322
28419,3,667
28420,3,331
28551,3,871
28729,3,363
28733,3,668
28734,1,816
28848,1,562
28849,2,382
28851,3,341
29133,1,651
29635,1,367
29849,3,352
30040,3,519
30130,1,857
30157,3,366
30214,1,357
30313,3,524
30424,3,478
30425,2,686
30626,2,822
30628,2,545
30630,3,359
31062,1,366
31232,3,357
31288,2,545
31366,3,375
31367,1,534
31443,3,386
31734,1,372
31737,1,373
31832,3,383
31978,2,699
32098,1,519
32099,2,666
32102,1,391
32239,2,374
32241,3,393
32243,2,430
32364,2,479
32365,1,397
32367,1,820
32559,1,387
32676,3,382
32677,3,384
32849,2,395
32976,3,519
33171,1,563
33418,1,389
33420,3,392
33425,3,384
33516,2,678
33612,3,939
33613,3,393
33810,3,705
33816,2,394
34011,1,397
34012,3,390
34232,1,398
34308,2,519
34503,3,400
34509,1,376
34726,1,576
34848,3,691
34907,2,431
35342,1,482
35344,1,377
35704,3,428
35729,3,588
35799,3,480
35945,2,647
36025,3,452
36261,3,834
36422,1,442
36468,3,442
36641,3,529
36711,3,559
36714,1,666
36948,1,490
37022,1,462
37218,3,382
37310,3,482
37524,3,650
37612,3,575
37619,3,511
37725,2,500
38025,2,643
38026,3,549
38209,1,489
38211,3,626
38328,3,492
38394,3,498
38478,3,560
38640,2,650
38645,1,517
39028,1,429
39168,3,803
39232,1,533
39396,1,530
39397,2,528
39398,3,647
39401,3,652
39404,1,506
39736,1,667
39741,3,660
39909,3,516
40151,1,515
40301,2,653
40474,2,519
40681,3,655
40683,3,531
40689,2,654
40857,1,514
40858,1,517
40861,1,801
40862,3,519
41059,2,557
41061,3,545
41359,2,574
41362,1,531
41365,2,650
41374,1,571
41378,1,675
42192,3,661
42244,1,530
42397,3,534
42403,3,567
42525,1,567
42663,1,536
42664,2,528
42666,3,543
42730,3,545
42852,1,537
42853,1,537
42964,2,540
43127,3,540
43128,1,541
43299,2,572
43449,3,554
43543,2,648
43546,3,666
43657,2,750
43987,3,558
44318,1,562
44523,3,565
44586,3,651
44613,1,563
44703,3,491
44754,3,566
44870,3,675
44947,3,682
45050,1,574
45222,2,666
45372,3,661
45416,3,575
45432,3,801
45731,1,587
45734,1,666
45832,1,608
46265,1,648
46268,1,780
46269,3,628
46529,3,612
46531,3,612
46535,3,612
46723,1,614
46977,1,619
47037,3,700
47038,2,817
47041,1,624
47095,2,574
47131,1,614
47258,1,628
47298,3,614
47318,2,638
47534,1,637
47643,1,828
47683,3,657
47721,3,822
47785,3,646
47969,2,702
47970,1,653
47971,3,745
47972,3,649
48126,1,835
48199,1,658
48201,1,659
48259,1,673
48260,3,659
48380,1,841
48381,1,659
48391,2,662
48694,3,533
48894,3,665
49041,3,669
49144,1,823
49272,3,675
49669,1,820
49670,3,709
49738,3,710
50028,1,708
50029,2,703
50031,2,823
50034,3,680
50038,3,692
50469,1,829
50470,3,820
50557,1,709
50562,3,697
50565,1,689
50756,1,655
50796,3,703
50971,3,770
50979,3,815
51104,3,673
51232,3,708
51357,3,696
51358,3,771
51359,1,709
52012,2,845
52083,1,871
52084,3,740
52148,3,745
52321,1,771
52500,1,862
52501,1,749
52910,2,805
53095,3,803
54006,1,793
54074,2,850
2650,1,6
2651,1,6
2652,3,355
2654,2,22
2655,3,6
2656,1,6
2657,1,6
2660,1,289
2662,2,532
2663,2,34
2665,2,762
2666,3,821
2668,2,675
2670,3,268
2674,1,35
2679,1,8
2707,2,190
2712,2,666
2714,1,8
2718,3,817
2721,2,6
2731,2,545
2734,1,6
2739,3,8
2744,3,483
2750,3,357
2755,1,367
2761,2,273
2764,2,7
2765,2,820
2766,2,100
2773,3,56
2781,3,6
2782,2,459
2785,1,484
2791,3,14
2794,2,6
2795,3,6
2800,3,666
2805,3,770
2809,3,100
7572,3,7
7573,3,7
7575,3,769
7577,1,16
7578,3,821
7580,1,21
7581,1,7
7582,1,522
7584,2,7
7585,2,587
7586,3,101
7587,1,8
7589,3,7
7591,2,7
7594,1,480
7595,2,127
7596,3,7
7597,3,344
7598,3,8
7600,3,822
7601,1,49
7603,2,102
7604,3,7
7605,3,49
7608,3,127
7610,1,7
7611,2,762
7612,1,102
7614,1,7
7615,1,6
7617,3,8
7619,3,7
7621,3,763
7624,2,7
7628,3,7
7630,2,481
7669,3,519
7673,2,763
7674,1,7
7685,2,80
7690,2,321
7692,3,633
7714,1,666
7719,2,106
7727,1,480
7743,2,7
7754,3,863
7758,3,398
7759,2,480
7762,1,7
7768,3,763
7769,3,10
7770,2,821
7777,2,7
7779,1,7
7787,3,7
7794,3,7
7795,3,7
7796,3,7
7804,3,7
7805,3,820
7807,3,209
7809,1,817
7818,2,786
7819,2,49
7820,1,17
7837,1,7
9558,2,7
9560,2,355
9563,1,8
9564,1,8
9574,3,946
9593,3,102
9596,1,8
9599,2,873
9840,3,824
12287,2,7
12288,3,91
12289,3,6
12290,3,756
12291,1,8
12292,3,821
12293,3,8
12294,3,8
12295,1,9
12296,2,8
12297,2,8
12298,2,8
12299,2,484
12300,3,527
12301,3,8
12302,3,398
12303,1,8
12304,3,8
12305,1,8
12306,3,790
12308,3,49
12309,3,821
12314,2,522
12319,3,11
12341,2,7
12344,3,822
12346,2,321
12349,2,823
12351,3,7
12362,3,822
12389,2,102
12396,3,666
12406,3,366
12411,1,7
12418,2,698
12426,2,7
12430,2,16
12433,3,930
12437,1,8
12441,3,519
13376,2,546
14051,1,100
14053,3,873
14055,2,8
14064,1,8
14066,2,22
14580,2,9
14581,1,20
14582,1,6
14583,3,402
14599,2,235
14601,2,7
15166,1,8
15167,3,127
15168,1,13
15181,3,589
15182,3,7
15185,1,215
15571,1,101
15572,1,197
15585,2,662
15863,3,255
15864,3,672
15865,2,488
15873,1,99
16071,3,7
16262,1,88
16506,2,39
16611,1,8
16723,2,49
16727,3,817
16853,2,25
17233,1,23
17304,2,32
17306,3,816
17469,1,817
17470,1,518
17515,2,479
17598,3,71
17692,2,480
17791,1,351
17793,1,801
17940,2,817
17941,3,24
18496,3,29
18588,2,58
18954,1,102
19123,2,289
19349,1,68
19715,2,678
19890,3,822
20015,2,571
20016,3,699
20122,3,86
20173,2,230
20253,1,685
20310,2,122
20311,1,81
20560,3,95
20640,2,131
20754,2,709
21169,1,129
21173,2,482
21174,2,823
21202,3,112
21315,1,163
21471,3,121
21473,3,112
21519,3,114
21962,3,934
21975,3,946
21990,1,805
22025,3,136
22132,3,139
22245,3,864
22346,1,151
22954,3,158
22994,1,169
23068,3,666
23107,2,823
23187,3,181
23188,3,819
23190,3,383
23191,1,185
23310,2,816
23416,1,520
23466,3,305
23706,1,673
23774,1,197
23803,1,532
23875,1,350
23901,2,821
23935,2,682
23962,3,674
24260,3,450
24290,2,248
24430,1,219
24492,2,519
24642,1,247
24787,3,498
24788,2,229
24789,1,219
24919,1,338
24920,1,517
24922,2,339
25075,2,239
25099,2,504
25207,2,249
25209,1,259
25211,3,342
25502,1,516
25642,3,249
25643,3,517
25726,3,259
26037,1,320
26038,1,459
26039,3,946
26214,1,673
26277,1,269
26352,2,455
26411,2,323
26454,2,323
26761,1,134
26762,3,532
26808,1,646
27106,1,292
27299,2,547
27524,1,486
27704,2,310
27705,3,379
27757,3,304
27805,2,529
27946,2,531
27962,2,804
28029,3,504
28090,2,323
28123,1,352
28199,1,665
28333,1,662
28509,3,329
28585,3,330
28587,2,368
28703,1,336
29021,1,364
29022,1,518
29187,2,369
29188,2,745
29330,3,376
29333,1,363
29456,2,665
29535,2,464
29789,1,523
29881,3,519
30234,2,357
30236,2,614
30515,2,820
30520,1,823
30688,2,388
30689,3,359
30894,2,760
30901,2,528
31150,2,518
31152,2,324
31154,2,665
31307,1,384
31413,2,428
31414,3,376
31604,2,366
31613,3,946
31879,3,382
31931,3,398
32151,2,545
32152,2,671
32154,3,545
32405,1,397
32591,1,383
32592,2,516
32593,1,382
32756,1,397
32757,3,544
32758,1,429
32762,2,525
32893,1,396
32897,3,398
32898,1,399
33038,1,504
33105,3,388
33249,3,384
33250,2,389
33255,3,479
33327,3,565
33552,1,388
33553,3,389
33671,3,803
33906,3,396
33908,3,397
33912,1,395
34080,2,517
34082,3,430
34178,3,389
34343,3,399
34419,2,678
34575,1,388
34825,1,413
35018,3,946
35096,2,822
35421,2,665
35705,1,428
35906,1,437
35907,3,833
35966,1,439
35970,1,459
36055,1,438
36056,1,438
36092,3,650
36498,1,458
36925,1,503
36926,3,461
36940,2,529
36941,2,464
37171,2,805
37341,3,946
37466,2,525
37671,3,491
37672,1,489
37673,3,492
37955,3,493
37960,3,511
37965,1,678
38280,3,513
38281,3,496
38373,1,499
38694,2,756
38695,2,555
38696,2,652
38697,1,647
38700,2,517
39179,3,550
39828,3,763
39835,2,511
40050,2,657
40228,3,521
40229,2,519
40404,2,517
40533,2,666
40534,3,530
40536,2,665
40541,1,560
40542,1,519
40761,1,679
40762,1,556
40765,1,631
40768,1,680
40770,2,654
40910,2,517
40942,1,519
40989,3,523
40990,3,522
41183,1,519
41556,1,431
41557,3,449
41558,1,570
41560,1,525
41561,2,805
41562,1,526
41569,1,525
41570,1,526
41581,1,639
41797,2,529
41805,3,527
41909,3,527
41910,1,527
42002,1,529
42157,3,530
42297,3,651
42298,2,548
42299,1,828
42300,1,539
42459,3,653
42461,1,530
42680,1,536
42914,3,670
42926,1,538
43058,3,539
43062,3,539
43178,3,710
43296,2,819
43297,1,672
43388,1,543
43491,2,546
43578,1,348
43713,2,665
43778,1,560
43901,2,826
44028,1,559
44030,2,665
44032,3,820
44108,3,646
44110,1,574
44260,1,583
44261,1,559
44351,1,561
44537,2,679
44538,3,564
44627,3,946
44672,3,665
44729,1,647
44763,3,830
44764,3,541
44811,3,639
44812,3,573
44855,2,654
44903,2,583
44976,3,779
44977,1,573
45065,3,676
45109,1,566
45181,1,653
45312,3,677
45397,3,773
45398,1,665
45400,3,589
45553,2,612
45774,1,669
46033,3,666
46391,3,614
46393,3,946
46394,1,613
46397,3,606
46400,1,609
46588,3,595
46792,3,698
46883,1,614
46884,2,647
46993,1,820
47204,3,668
47222,2,657
47275,3,709
47442,2,823
47582,2,654
47652,1,642
47690,3,803
47691,2,650
47750,1,645
47751,1,656
47814,3,675
47876,1,684
47926,3,652
47997,2,817
47998,3,653
48170,1,669
48235,3,740
48236,1,657
48481,1,692
48482,3,659
48483,2,686
48494,3,659
48496,1,658
48649,2,676
48778,1,695
48923,3,946
48925,2,743
48963,2,829
49056,3,808
49057,1,669
49164,3,820
49407,2,709
49410,3,682
49465,2,690
49707,3,698
49750,1,723
49771,2,693
49831,2,690
49832,2,852
49834,3,709
50183,3,820
50185,3,710
50192,3,823
50193,3,684
50339,3,697
50340,2,701
50341,2,692
50360,3,722
50670,1,703
50671,3,699
50672,2,701
50823,3,686
51024,1,829
51025,3,702
51145,2,683
51146,2,840
51147,2,702
51275,3,708
51276,2,824
51277,2,726
51400,2,738
51546,1,711
51806,3,709
51975,1,733
51976,1,773
52123,3,735
52156,1,743
52851,3,756
53654,3,824
53779,2,868
53893,1,823
18,3,808
54,3,684
611,3,536
614,3,5
616,2,832
620,1,574
623,1,345
624,3,551
625,1,447
626,1,4
627,3,699
628,1,7
630,3,655
631,2,6
632,3,581
635,1,6
636,3,821
637,3,62
638,2,519
639,3,8
640,3,350
641,1,6
642,1,359
646,3,6
647,1,14
648,2,790
649,3,6
650,1,18
651,1,1
652,1,858
653,2,6
654,1,6
655,3,946
657,1,1
658,2,822
659,3,572
660,2,190
662,3,805
666,3,10
667,3,6
668,3,6
669,3,6
674,3,6
678,3,821
679,2,6
681,2,353
684,2,820
737,3,18
739,1,778
747,2,7
4040,1,822
4044,1,127
4045,1,7
4048,2,14
4049,3,780
4053,3,17
4058,1,407
4060,1,7
4064,3,7
4065,1,763
4066,1,7
4077,2,7
4078,1,7
4079,2,538
4080,3,1
4081,1,350
4085,3,7
4086,2,499
4087,3,11
4091,2,8
4095,1,7
4096,2,457
4097,2,398
4098,2,357
4100,3,666
4103,2,763
4104,2,355
4105,1,527
4108,1,7
4109,2,786
4110,3,5
4115,1,7
4116,2,527
4117,2,7
4120,3,7
4121,1,7
4124,2,101
4129,3,97
4130,3,11
4135,3,822
4142,2,701
4143,2,582
4144,1,7
4146,3,731
4149,3,779
4151,3,7
4152,3,822
4156,2,102
4157,3,7
4158,2,101
4159,2,127
4160,3,7
4161,2,127
4163,3,484
4166,3,7
4181,2,769
4182,3,786
4183,3,873
4187,3,232
4211,2,7
4221,3,786
4227,3,822
4247,2,7
4254,3,552
4322,3,127
8929,3,675
8931,1,8
8932,1,88
8933,2,350
8934,2,461
8937,2,21
8938,2,539
8942,3,7
8943,2,353
8944,2,580
8945,2,9
8946,1,47
10229,3,8
10230,3,8
10233,1,12
10236,3,8
10247,3,8
10250,1,100
10251,1,8
10253,1,8
10254,2,457
10256,3,396
10263,3,821
10265,1,8
10266,3,480
10267,2,7
10271,3,780
10272,3,22
10274,3,7
10275,3,946
10277,1,8
10279,3,823
10280,3,8
10282,2,9
10283,3,822
10284,1,9
10288,1,11
10292,3,8
10293,1,7
10294,2,87
10295,2,8
10300,1,49
10301,3,481
10305,3,321
10308,3,449
10313,1,8
10319,1,398
10322,2,7
10324,3,7
10326,1,352
10336,3,823
10358,2,80
10370,2,763
10396,3,8
13043,3,666
13045,2,11
13046,1,666
13047,3,7
13048,3,7
13051,2,446
13055,3,822
13058,2,488
13062,3,8
13063,2,6
13076,2,26
13497,1,820
13498,3,673
13649,2,824
13732,1,11
13734,1,11
13736,1,647
13737,2,216
14279,2,786
14280,1,108
14282,1,17
14283,3,2
14288,1,8
14293,1,7
14295,1,391
14296,1,7
14297,3,7
14300,2,480
14802,2,7
14803,1,7
14809,2,7
14810,1,822
14821,3,8
14828,3,647
15303,1,7
15370,3,897
15371,1,8
15659,1,821
15760,2,822
15761,3,528
15763,1,17
15949,2,587
15951,1,17
16149,1,9
16150,1,50
16152,1,17
16553,2,47
16643,1,18
16798,1,817
16978,1,248
17057,3,567
17104,3,546
17109,3,7
17110,2,343
17734,1,45
17846,2,815
17847,2,682
17848,3,56
18155,3,385
18351,3,877
18541,1,679
18542,1,60
18638,3,80
19033,2,686
19034,3,7
19035,1,67
19376,3,557
19395,1,112
19612,2,103
19822,2,673
19952,2,104
19955,3,671
19956,1,117
20075,3,214
20079,1,86
20380,3,92
20504,1,314
20579,3,96
20581,3,691
20735,1,131
20736,1,518
20900,1,119
20988,2,506
21008,3,671
21009,3,481
21010,2,103
21088,3,841
21111,1,113
21211,1,111
21271,1,484
21535,1,504
21640,1,531
21799,2,821
21800,3,321
21981,3,136
21982,2,132
22051,2,140
22052,1,140
22187,2,199
22381,2,530
22500,3,168
22760,3,934
22764,3,666
22975,3,163
23077,1,760
23258,1,185
23493,1,817
23494,1,186
23498,2,671
23610,2,517
23719,1,197
23720,3,817
23795,3,199
23948,1,209
23971,1,190
24122,2,213
24163,1,212
24381,2,839
24451,3,224
24554,3,227
24699,3,228
25149,3,241
25151,3,443
25152,3,237
25234,2,347
25552,2,683
25568,2,252
25681,3,248
25756,2,517
25913,2,654
25914,3,315
26201,2,506
26301,2,457
26427,3,318
26586,1,284
26609,3,839
26611,3,285
26823,1,290
27033,1,344
27034,3,341
27168,3,805
27221,2,844
27222,1,362
27223,2,673
27334,2,656
27379,2,674
27728,2,351
27781,1,100
27906,2,319
28140,2,515
28398,3,387
28481,1,366
28613,2,334
28715,1,331
28716,1,341
28826,2,362
28828,1,342
28896,2,543
29096,3,305
29098,3,544
29372,3,347
29684,3,607
29685,3,355
29687,2,517
29910,1,823
30378,3,357
30381,1,383
30382,1,358
30387,3,378
30597,1,461
30598,2,664
30753,1,518
31004,3,366
31006,3,362
31217,3,374
